track_id,track_name,track_artist,track_popularity,track_album_id,track_album_name,track_album_release_date,playlist_name,playlist_id,playlist_genre,playlist_subgenre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,Cluster
9622,1912,1968,38,2434,9165,1436,24,385,4,6,0.785,0.626,5,-5.505,1,0.33,0.073,0.0,0.0806,0.695,88.013,160387,1
24146,767,1047,45,22451,9347,868,24,385,4,6,0.511,0.825,9,-6.874,1,0.238,0.09,0.0,0.114,0.699,175.221,260800,0
16822,19901,9379,58,6673,13280,848,24,385,4,6,0.622,0.711,10,-8.213,1,0.414,0.186,0.0,0.107,0.734,173.396,237480,0
6653,1956,6524,0,7078,13255,1484,24,385,4,6,0.721,0.523,0,-4.008,1,0.511,0.0153,0.0,0.31,0.712,115.263,133653,2
11850,18345,1056,65,9626,2905,1126,24,385,4,6,0.9,0.619,4,-6.518,0,0.312,0.203,0.00156,0.0647,0.864,94.121,236800,1
28120,3271,1047,0,6619,16200,1181,24,385,4,6,0.789,0.684,1,-10.471,1,0.348,0.000757,0.0,0.111,0.649,92.796,198387,0
22844,19556,1047,0,17357,16200,1181,24,385,4,6,0.852,0.634,1,-9.924,1,0.396,0.00382,0.0,0.111,0.813,93.724,182555,0
24016,4318,7043,37,14219,13482,860,24,385,4,6,0.709,0.549,11,-10.805,1,0.613,0.0339,0.121,0.128,0.662,98.457,167867,3
8166,2738,7043,59,14219,13482,860,24,385,4,6,0.704,0.701,2,-8.031,1,0.46,0.549,0.0,0.664,0.618,92.032,217507,0
7423,22430,8584,58,3963,19033,1794,24,385,4,6,0.775,0.451,1,-9.164,1,0.0567,0.296,6.31e-06,0.123,0.559,92.986,233200,3
13205,21223,10200,48,14119,19044,991,24,385,4,6,0.778,0.596,11,-6.017,0,0.348,0.0197,0.0,0.201,0.437,88.931,189267,0
8292,12670,3532,27,21570,15515,1152,24,385,4,6,0.644,0.946,9,-6.674,0,0.406,0.121,1.59e-06,0.307,0.53,88.828,201693,0
11329,6521,3532,48,7984,8232,915,24,385,4,6,0.728,0.723,10,-7.441,0,0.271,0.024,3.71e-05,0.306,0.586,86.003,230467,0
9224,12804,9379,3,14011,9315,976,24,385,4,6,0.855,0.845,6,-6.163,0,0.067,0.0179,0.0,0.287,0.89,104.347,257840,0
7666,15969,2500,58,17160,13270,754,24,385,4,6,0.884,0.334,1,-18.943,0,0.228,0.0476,0.0588,0.107,0.571,98.315,261267,3
7329,14754,2963,51,11075,12254,506,24,385,4,6,0.878,0.851,7,-8.971,1,0.232,0.00228,0.00125,0.0509,0.404,99.014,228667,0
2266,12637,2963,47,11822,5833,545,24,385,4,6,0.586,0.795,11,-8.71,1,0.258,0.354,0.0,0.187,0.694,94.101,314600,0
20755,210,2715,42,20218,877,3096,149,10,4,6,0.654,0.418,7,-13.116,1,0.0371,0.0529,0.00131,0.0983,0.13,95.988,236375,3
12457,22409,5828,47,286,12206,3376,149,10,4,6,0.425,0.446,1,-11.978,1,0.269,0.44,0.172,0.0845,0.095,179.552,310535,3
9964,17780,4227,42,8628,12256,1202,149,10,4,6,0.559,0.918,6,-3.52,0,0.327,0.0272,0.0572,0.583,0.235,84.647,303267,0
11066,14716,6861,61,14173,6151,4211,149,10,4,6,0.811,0.315,5,-11.618,1,0.0812,0.447,0.199,0.118,0.3,139.993,125373,3
26516,1783,9077,48,2934,17195,4251,149,10,4,6,0.901,0.489,10,-12.934,0,0.0733,0.247,0.0298,0.0854,0.376,120.991,126947,3
22344,9049,6861,51,14173,6151,4211,149,10,4,6,0.839,0.563,2,-7.023,1,0.162,0.279,0.0,0.111,0.136,140.036,137143,1
6059,2917,6861,55,14173,6151,4211,149,10,4,6,0.82,0.57,0,-6.163,1,0.0361,0.474,0.000347,0.109,0.0971,133.908,157612,1
5484,21308,6861,49,14173,6151,4211,149,10,4,6,0.879,0.591,1,-6.194,1,0.149,0.431,0.118,0.123,0.0748,134.99,142222,1
5790,18936,6861,51,14173,6151,4211,149,10,4,6,0.834,0.421,7,-6.655,0,0.124,0.177,1.41e-05,0.159,0.093,130.03,162462,1
17520,12980,6,68,13432,7183,3131,149,10,4,6,0.84,0.444,3,-10.58,0,0.211,0.532,0.000884,0.0623,0.376,131.999,145636,3
12364,4585,9077,35,2934,17195,4251,149,10,4,6,0.666,0.597,5,-7.52,0,0.0954,0.131,0.037,0.35,0.58,150.07,121204,1
11575,7217,9077,45,22056,6314,4053,149,10,4,6,0.793,0.615,11,-11.613,1,0.119,0.00774,0.000103,0.0575,0.686,79.958,160297,1
19143,1461,6861,61,14173,6151,4211,149,10,4,6,0.886,0.316,1,-8.683,1,0.0677,0.0987,0.0166,0.108,0.0389,135.006,142222,1
21297,3451,9854,46,9162,3122,4439,149,10,4,6,0.666,0.577,8,-10.658,1,0.0687,0.017,0.869,0.129,0.207,148.107,143293,1
3266,20609,3921,61,6538,17564,4352,149,10,4,6,0.356,0.576,2,-9.825,1,0.145,0.641,0.000921,0.311,0.444,127.99,225022,3
12404,14699,6861,47,14173,6151,4211,149,10,4,6,0.833,0.646,10,-8.015,0,0.0361,0.458,0.387,0.0845,0.295,115.005,152348,1
5306,12006,6861,62,14173,6151,4211,149,10,4,6,0.699,0.489,1,-9.461,0,0.0388,0.365,4.2e-05,0.132,0.0739,134.017,214925,3
4720,20948,9854,54,10516,17838,4344,149,10,4,6,0.838,0.816,8,-7.495,1,0.124,0.136,0.000437,0.156,0.55,120.003,208952,1
19383,15070,9077,37,7192,4243,4250,149,10,4,6,0.811,0.337,7,-11.11,0,0.0536,0.033,0.00804,0.135,0.157,118.027,158438,3
13212,14714,6861,48,14173,6151,4211,149,10,4,6,0.599,0.509,10,-5.895,1,0.148,0.0446,0.00367,0.146,0.04,134.966,199046,1
12947,16010,815,49,3771,17826,4275,149,10,4,6,0.552,0.598,6,-9.529,0,0.0983,0.000423,0.139,0.0805,0.442,77.567,123625,1
3533,2786,6285,35,18261,16576,2510,149,10,4,6,0.567,0.717,1,-7.634,1,0.309,0.0301,0.0,0.131,0.701,159.66,264747,0
15252,12256,8378,51,3368,1480,4449,149,10,4,6,0.719,0.538,6,-12.287,0,0.237,0.0415,0.104,0.0825,0.275,85.99,278974,3
17362,11916,4648,54,1359,9860,4448,149,10,4,6,0.722,0.791,2,-6.555,1,0.245,0.143,0.0,0.129,0.332,160.061,94582,1
12241,17795,49,56,12593,14756,4443,149,10,4,6,0.52,0.506,8,-10.224,0,0.337,0.564,1.27e-05,0.105,0.326,129.225,264186,3
28036,6620,7535,40,10626,5809,4198,149,10,4,6,0.614,0.369,1,-11.045,0,0.0561,0.767,0.0,0.11,0.348,130.142,178312,3
16219,6184,9735,97,3567,5454,4085,149,10,4,6,0.784,0.43,10,-8.756,0,0.0364,0.123,0.0,0.0887,0.236,127.087,159382,1
13512,4527,815,33,1548,14623,2918,149,10,4,6,0.69,0.4,1,-13.062,0,0.0332,0.199,0.0414,0.111,0.14,95.992,148402,3
24077,5435,815,39,545,4773,4295,149,10,4,6,0.853,0.39,11,-11.705,0,0.129,0.197,3.82e-05,0.108,0.133,125.003,140000,3
1278,16722,815,38,3771,17826,4275,149,10,4,6,0.64,0.386,0,-12.613,1,0.039,0.0754,0.0168,0.129,0.0375,119.978,176333,3
19582,9501,6714,68,20720,8282,940,266,48,4,6,0.879,0.564,10,-7.682,0,0.247,0.0474,9.43e-06,0.0519,0.523,93.908,282373,3
8425,22115,9379,68,6673,13280,848,266,48,4,6,0.828,0.686,11,-5.689,0,0.218,0.273,0.0,0.524,0.617,91.713,319373,0
27233,9628,69,77,15292,6268,1332,266,48,4,6,0.899,0.713,6,-2.752,0,0.366,0.255,0.0,0.0708,0.777,90.051,193467,1
24581,18329,2635,18,16396,186,1084,266,48,4,6,0.814,0.779,11,-3.271,1,0.235,0.175,0.000671,0.0605,0.544,93.43,268005,0
25786,6886,6641,4,3058,15262,572,266,48,4,6,0.871,0.819,8,-5.439,0,0.298,0.0138,0.0,0.0608,0.857,98.699,345733,0
8031,14694,69,65,14472,6268,1332,266,48,4,6,0.7,0.758,10,-3.012,0,0.342,0.0444,1.3e-05,0.0401,0.889,78.693,249467,2
14160,7047,1957,19,10769,6200,909,266,48,4,6,0.641,0.63,8,-6.393,1,0.0521,0.0372,0.0,0.4,0.415,79.955,241933,0
7291,19662,2635,18,16396,186,1084,266,48,4,6,0.92,0.891,3,-2.398,0,0.253,0.0313,0.0,0.083,0.311,95.295,161600,2
17416,9932,4053,2,13298,16687,750,266,48,4,6,0.795,0.745,5,-5.411,0,0.143,0.322,4.15e-05,0.221,0.811,82.383,260000,0
9486,2563,10102,26,3906,6628,1261,266,48,4,6,0.92,0.543,7,-7.851,1,0.287,0.0208,0.0,0.427,0.463,92.961,206827,0
17457,10221,69,75,8302,16584,1493,266,48,4,6,0.489,0.692,1,-6.672,1,0.41,0.0322,0.00608,0.315,0.527,96.946,237707,0
17359,2579,2770,50,5894,11045,1792,266,48,4,6,0.728,0.654,1,-7.044,1,0.245,0.0161,0.0,0.343,0.659,87.816,337014,0
15756,18416,6641,7,3058,15262,572,266,48,4,6,0.831,0.935,8,-6.02,1,0.197,0.0374,0.0,0.33,0.367,102.836,259227,0
4998,22250,69,1,3665,1950,3616,266,48,4,6,0.534,0.63,5,-7.048,0,0.191,0.0915,0.0,0.489,0.484,174.199,190293,0
21495,13116,6372,48,15248,16046,1676,266,48,4,6,0.779,0.677,7,-4.512,1,0.325,0.00349,0.0,0.565,0.715,169.986,310800,0
4780,8557,10102,39,11023,2424,958,266,48,4,6,0.908,0.418,1,-7.306,1,0.361,0.0494,0.0,0.209,0.39,92.166,237733,3
27898,326,4200,60,12405,16203,1396,266,48,4,6,0.494,0.887,6,-4.297,0,0.398,0.00661,0.0,0.103,0.548,89.554,234627,2
21477,17526,2925,1,1546,3770,1570,266,48,4,6,0.677,0.812,5,-4.235,0,0.13,0.0018,1.93e-06,0.0741,0.166,163.851,340267,0
22419,2996,10102,24,15125,16165,1780,266,48,4,6,0.748,0.773,2,-6.42,0,0.283,0.152,0.0,0.198,0.873,77.895,224573,0
12820,3389,47,11,18464,242,1031,266,48,4,6,0.863,0.672,7,-6.311,1,0.0739,0.0446,0.0,0.166,0.338,111.11,268827,0
24350,19532,10102,49,11023,2424,958,266,48,4,6,0.803,0.737,11,-7.469,1,0.258,0.323,0.0,0.888,0.484,92.941,251133,0
27580,5094,69,52,15292,6268,1332,266,48,4,6,0.504,0.782,1,-3.006,1,0.342,0.0506,0.0,0.0787,0.66,170.606,248893,0
22487,7935,4200,3,12365,16465,2195,266,48,4,6,0.849,0.894,11,-1.744,0,0.352,0.143,0.00462,0.024,0.582,153.932,239398,2
9637,2989,47,2,18464,242,1031,266,48,4,6,0.761,0.835,7,-3.076,1,0.0425,0.031,1.44e-06,0.387,0.766,91.524,284907,0
10707,17681,8276,60,17360,6628,2064,266,48,4,6,0.7,0.402,5,-9.93,0,0.278,0.0498,1.04e-06,0.16,0.499,77.871,300600,3
8592,4843,69,0,3665,1950,3616,266,48,4,6,0.917,0.564,2,-8.039,0,0.257,0.213,7.38e-05,0.202,0.697,96.973,213680,1
21657,17819,47,0,19960,9863,1482,266,48,4,6,0.75,0.614,11,-6.004,0,0.407,0.0672,7.81e-05,0.106,0.571,172.031,230249,0
26121,14245,2925,0,265,13405,1967,266,48,4,6,0.775,0.829,1,-1.933,1,0.304,0.0606,0.0,0.33,0.836,176.047,278160,2
1918,7825,47,1,18464,242,1031,266,48,4,6,0.791,0.638,10,-6.362,0,0.246,0.153,3.98e-06,0.36,0.393,82.102,312373,0
21768,7987,9286,11,1806,16306,1483,266,48,4,6,0.802,0.785,9,-4.781,1,0.207,0.14,0.0,0.123,0.435,99.998,206400,0
10946,4028,2925,0,16662,13406,1967,266,48,4,6,0.516,0.874,9,-2.571,1,0.186,0.0864,0.0,0.173,0.391,169.561,297520,0
19802,9770,2068,0,19800,7224,2638,266,48,4,6,0.896,0.619,8,-10.453,0,0.23,0.0236,0.211,0.0998,0.765,102.233,208200,1
14963,19879,2925,1,1546,3770,1570,266,48,4,6,0.803,0.855,4,-3.369,0,0.246,0.142,0.0,0.299,0.345,87.317,291120,0
2951,4546,47,0,6347,12405,3682,266,48,4,6,0.804,0.643,8,-5.841,1,0.0644,0.14,1.05e-05,0.172,0.833,89.997,276898,0
11165,15911,47,0,6347,12405,3682,266,48,4,6,0.69,0.629,10,-7.349,0,0.318,0.522,0.0,0.526,0.212,89.962,209189,1
12328,14932,69,62,14472,6268,1332,266,48,4,6,0.538,0.675,0,-2.3,1,0.335,0.245,0.0,0.362,0.519,78.985,288880,0
8621,7040,6641,1,1202,15261,572,266,48,4,6,0.894,0.698,6,-8.264,0,0.275,0.0279,3.52e-06,0.329,0.695,98.104,336917,0
24573,14077,8610,0,15509,4447,1419,266,48,4,6,0.818,0.713,11,-8.101,0,0.283,0.00896,0.0,0.264,0.712,94.617,236160,0
11081,17278,6453,73,4777,16487,871,266,48,4,6,0.763,0.786,10,-6.472,0,0.229,0.0146,0.0114,0.0817,0.504,93.857,325507,0
13584,22698,4053,8,13519,9279,806,266,48,4,6,0.758,0.519,10,-10.58,0,0.0395,0.117,0.0742,0.109,0.617,92.872,232773,3
22002,15331,3406,3,4616,1890,1327,266,48,4,6,0.769,0.818,6,-1.385,0,0.192,0.263,0.0,0.0787,0.918,88.017,240800,2
23878,15933,6641,39,8018,11046,940,266,48,4,6,0.709,0.915,7,-5.743,1,0.237,0.0226,0.000282,0.221,0.576,91.611,223693,0
10746,778,47,75,12306,863,922,266,48,4,6,0.873,0.719,1,-5.948,1,0.248,0.03,0.0,0.333,0.858,93.281,307773,0
19633,19869,2635,3,16396,186,1084,266,48,4,6,0.938,0.487,7,-3.489,1,0.244,0.188,0.0,0.0985,0.511,97.565,206573,1
6144,137,47,1,18464,242,1031,266,48,4,6,0.853,0.872,1,-3.439,1,0.127,0.0423,0.00204,0.0476,0.844,99.243,246667,0
21926,12710,3519,65,6903,18445,690,266,48,4,6,0.886,0.512,10,-11.825,0,0.237,0.207,0.0,0.0991,0.454,93.997,308733,3
13292,18417,6641,54,8018,11046,940,266,48,4,6,0.773,0.947,8,-5.824,1,0.249,0.117,0.0,0.44,0.464,102.146,266194,0
26145,2986,47,31,21369,2772,2240,266,48,4,6,0.658,0.87,5,-3.019,1,0.0955,0.0275,0.0,0.656,0.791,91.647,348000,0
18339,15932,2770,69,17639,6197,1677,266,48,4,6,0.724,0.853,11,-3.895,0,0.283,0.0164,0.0,0.65,0.775,170.51,332733,2
27296,7201,47,68,8955,9863,1406,266,48,4,6,0.794,0.614,5,-5.352,0,0.0467,0.0964,0.0,0.0788,0.663,80.569,238053,1
6631,9770,2068,70,150,2146,779,266,48,4,6,0.897,0.612,11,-10.489,1,0.211,0.0297,0.186,0.0894,0.767,102.305,208267,3
22570,17492,7389,5,13858,3272,2270,266,48,4,6,0.684,0.916,1,-3.857,1,0.43,0.169,1.63e-05,0.123,0.553,93.477,173267,2
3881,7991,6714,62,13091,7584,1097,266,48,4,6,0.678,0.77,9,-4.399,0,0.222,0.00583,0.0,0.109,0.412,90.0,284000,0
7837,6929,2203,54,11528,6089,838,266,48,4,6,0.802,0.461,11,-12.367,0,0.302,0.0757,0.0,0.109,0.74,90.995,185933,3
15332,15595,2094,7,4993,4242,1202,266,48,4,6,0.774,0.634,1,-5.941,1,0.167,0.0199,2.98e-05,0.29,0.752,125.223,304507,0
521,3094,47,65,12306,863,922,266,48,4,6,0.797,0.852,0,-2.234,1,0.172,0.0432,3.97e-06,0.409,0.674,95.416,330760,0
2037,9042,1403,66,10565,8272,1321,266,48,4,6,0.648,0.759,6,-4.315,1,0.306,0.0142,0.0,0.648,0.518,85.996,324307,0
7559,22450,10200,66,11395,5152,801,266,48,4,6,0.826,0.566,10,-10.747,0,0.31,0.197,0.0,0.356,0.653,99.13,216133,3
5356,15525,10200,66,11395,5152,801,266,48,4,6,0.817,0.552,8,-10.8,0,0.386,0.032,7.17e-06,0.826,0.808,102.011,291067,0
3775,3495,6641,59,4258,16142,1578,266,48,4,6,0.906,0.775,2,-5.775,1,0.268,0.0831,2.74e-05,0.15,0.838,100.054,221373,1
26789,15376,10102,41,7818,15972,1404,266,48,4,6,0.909,0.598,2,-4.174,1,0.216,0.0208,0.0,0.296,0.234,91.012,181733,1
16387,19379,8610,25,4725,16017,1578,266,48,4,6,0.867,0.645,9,-4.717,0,0.197,0.0131,0.0,0.0287,0.707,82.041,257933,0
5292,8178,6453,66,17997,7064,965,266,48,4,6,0.875,0.658,0,-3.641,1,0.359,0.275,0.0,0.122,0.661,92.039,274093,1
12211,8183,4053,2,10067,18315,1162,266,48,4,6,0.902,0.612,10,-6.217,0,0.283,0.135,0.0,0.374,0.681,91.386,232533,0
9220,9509,6641,32,8018,11046,940,266,48,4,6,0.937,0.711,8,-6.579,1,0.311,0.0188,0.0,0.13,0.871,100.039,216200,0
4136,14008,9379,66,21507,9316,976,266,48,4,6,0.704,0.873,11,-4.057,0,0.144,0.121,5.12e-06,0.24,0.742,154.914,366880,0
9792,9983,2770,53,4303,8315,798,266,48,4,6,0.771,0.912,1,-5.06,1,0.141,0.0136,1.38e-06,0.0632,0.616,92.516,302200,0
3706,5204,6641,50,1595,15261,572,266,48,4,6,0.819,0.57,7,-9.313,1,0.374,0.00267,0.0,0.0692,0.694,176.241,320172,0
21727,13283,6714,66,19796,7957,809,266,48,4,6,0.665,0.91,6,-4.682,0,0.223,0.0394,0.0,0.227,0.887,84.099,293973,0
11096,8395,47,2,12745,242,1078,266,48,4,6,0.923,0.85,7,-4.026,1,0.248,0.0468,0.0,0.083,0.61,95.195,312627,0
6689,7040,6641,62,1595,15261,572,266,48,4,6,0.894,0.698,6,-8.264,0,0.275,0.0279,3.52e-06,0.329,0.695,98.104,336917,0
20184,14256,2770,54,17639,6197,1677,266,48,4,6,0.787,0.671,1,-5.308,0,0.0906,0.00132,0.0,0.0783,0.637,81.897,242107,0
6828,10396,2635,61,20574,8633,861,266,48,4,6,0.671,0.737,0,-5.131,1,0.108,0.0338,0.00344,0.0596,0.197,90.519,310227,0
3819,22618,1056,55,9626,2905,1126,266,48,4,6,0.724,0.887,6,-7.076,1,0.393,0.134,0.0,0.112,0.745,90.945,254867,0
780,6886,6641,57,8018,11046,940,266,48,4,6,0.85,0.837,6,-6.37,0,0.291,0.00956,0.0,0.0772,0.737,98.694,343373,0
14539,6404,139,52,18249,581,3646,146,357,4,6,0.819,0.781,0,-3.678,1,0.0569,0.314,0.0,0.169,0.322,155.826,186053,2
26007,18460,8429,45,11489,11078,2664,146,357,4,6,0.665,0.836,11,-4.856,1,0.293,0.0164,5.78e-05,0.431,0.557,134.07,284333,0
2009,18461,8429,50,16154,11077,2651,146,357,4,6,0.484,0.855,6,-4.852,0,0.321,0.00269,0.000157,0.276,0.619,130.554,204133,2
9350,1020,5097,42,6730,7991,3525,146,357,4,6,0.464,0.649,2,-8.367,1,0.143,0.00665,0.0,0.0902,0.283,87.073,170693,0
5156,102,9938,45,15342,8576,3013,146,357,4,6,0.607,0.738,10,-7.034,0,0.4,0.128,3.44e-05,0.243,0.564,90.645,170653,1
25385,3314,10466,45,15093,3010,3579,146,357,4,6,0.753,0.581,8,-6.406,1,0.303,0.151,0.0,0.0973,0.417,89.863,182788,1
14321,1784,139,37,18249,581,3646,146,357,4,6,0.509,0.779,8,-5.542,0,0.213,0.332,8.35e-06,0.129,0.562,143.942,187328,2
17915,2926,1401,10,17372,2122,3675,146,357,4,6,0.796,0.587,10,-5.365,0,0.0813,0.0132,0.0,0.096,0.215,93.014,187227,1
8260,12488,5097,0,3336,3212,3215,146,357,4,6,0.751,0.853,7,-5.393,1,0.268,0.12,0.0,0.099,0.325,89.02,182040,2
16967,2222,138,0,6071,13845,3675,146,357,4,6,0.541,0.58,10,-9.547,0,0.443,0.163,0.0,0.113,0.536,157.025,246181,0
21298,7045,5242,45,10376,11750,3129,146,357,4,6,0.69,0.797,6,-6.17,1,0.441,0.0818,0.0,0.199,0.469,127.685,146136,2
8077,20993,7050,12,4808,11664,2797,146,357,4,6,0.632,0.882,7,-5.686,1,0.554,0.287,0.0,0.107,0.619,108.377,235047,0
6294,21339,24,49,11590,12229,3621,146,357,4,6,0.708,0.711,7,-5.064,1,0.41,0.0599,0.0,0.0556,0.475,185.974,157655,2
11487,4761,1533,52,21371,10078,3568,146,357,4,6,0.626,0.76,9,-4.926,1,0.377,0.0654,9.15e-06,0.0697,0.407,99.092,155427,1
23230,451,139,56,18249,581,3646,146,357,4,6,0.497,0.848,0,-4.304,1,0.374,0.342,0.00491,0.411,0.479,86.397,191267,2
9575,10589,772,44,16689,13564,3284,146,357,4,6,0.426,0.835,3,-8.28,0,0.344,0.0318,0.0,0.0324,0.545,94.096,197053,2
23654,8431,10466,48,16689,13564,3284,146,357,4,6,0.837,0.692,10,-2.949,0,0.239,0.142,6.29e-06,0.103,0.346,126.016,188629,1
21933,14075,1533,1,3060,11684,3691,146,357,4,6,0.737,0.73,2,-2.185,1,0.406,0.322,0.0,0.177,0.545,77.937,212508,2
16876,12787,26,0,2174,131,2000,146,357,4,6,0.571,0.616,11,-6.032,0,0.36,0.165,0.0,0.541,0.668,86.801,218053,0
1777,12039,138,0,6071,13845,3675,146,357,4,6,0.794,0.489,11,-11.484,1,0.401,0.236,2.05e-06,0.0921,0.087,123.916,288402,3
19360,12790,26,1,1687,10640,3698,146,357,4,6,0.589,0.827,2,-5.851,1,0.164,0.0505,0.0,0.0938,0.184,125.135,233221,0
21132,17549,1236,43,17681,4178,3024,146,357,4,6,0.607,0.518,1,-5.874,1,0.549,0.0393,0.0,0.145,0.242,76.196,232916,1
13939,157,139,52,14175,12295,3346,146,357,4,6,0.782,0.657,8,-8.395,0,0.174,0.0159,4.86e-06,0.0847,0.591,133.97,190400,1
6935,5848,7165,42,21639,15839,3136,146,357,4,6,0.493,0.761,0,-4.296,1,0.381,0.124,0.0,0.101,0.455,96.295,222331,2
2930,20994,3209,0,20960,17887,3301,146,357,4,6,0.806,0.626,11,-8.825,1,0.0617,0.00268,0.0227,0.135,0.172,126.042,242666,0
23103,213,6526,0,498,268,3720,146,357,4,6,0.552,0.577,10,-5.019,0,0.557,0.202,0.0,0.313,0.305,177.683,145493,2
18377,6573,139,47,21508,14176,3357,146,357,4,6,0.65,0.661,11,-7.186,1,0.266,0.00993,1.11e-05,0.294,0.173,94.914,173600,1
26408,7232,139,43,21508,14176,3357,146,357,4,6,0.58,0.517,10,-11.946,0,0.502,0.103,0.0,0.113,0.343,177.699,178027,1
8339,5535,139,50,21508,14176,3357,146,357,4,6,0.56,0.74,10,-3.873,0,0.372,0.0828,0.0,0.251,0.466,91.959,163293,2
26739,6600,3731,0,17739,132,2219,146,357,4,6,0.506,0.897,11,-5.265,1,0.398,0.332,0.0,0.117,0.604,109.059,140634,2
17675,7035,6000,39,14874,6195,3469,146,357,4,6,0.404,0.702,7,-8.789,1,0.4,0.12,1.41e-05,0.0784,0.543,175.753,232240,0
16390,14548,5097,0,15869,7366,2063,146,357,4,6,0.506,0.729,8,-7.317,1,0.265,0.31,0.0,0.119,0.522,93.558,159573,0
10701,10632,5097,15,21077,8710,2760,146,357,4,6,0.422,0.863,11,-7.453,0,0.388,0.0531,0.0,0.116,0.363,92.831,447400,0
21468,2532,5097,0,1409,2399,2211,146,357,4,6,0.579,0.826,10,-5.009,0,0.342,0.138,0.0,0.147,0.311,87.728,364720,0
22239,4771,3731,41,21929,7159,2849,146,357,4,6,0.529,0.817,9,-6.559,0,0.757,0.286,0.0,0.0662,0.505,98.316,216973,1
13672,2306,9845,40,11167,7889,3331,146,357,4,6,0.452,0.613,1,-6.142,1,0.308,0.0782,6.76e-06,0.069,0.196,164.863,284772,0
20925,218,4775,0,22304,272,3741,146,357,4,6,0.875,0.73,10,-5.807,0,0.252,0.498,1.46e-06,0.13,0.397,123.072,277813,1
7729,7795,7169,1,5960,6780,3646,146,357,4,6,0.558,0.637,2,-5.703,1,0.18,0.013,0.0,0.0677,0.287,86.833,180787,0
11396,7705,6300,43,13783,6695,3747,146,357,4,6,0.778,0.712,2,-5.824,1,0.244,0.212,1.59e-06,0.111,0.181,117.944,229880,1
16198,17434,5148,28,10854,6696,3741,146,357,4,6,0.888,0.426,1,-9.645,0,0.468,0.00385,1.04e-05,0.106,0.213,143.043,272013,1
10185,18499,5097,0,16177,15333,3763,146,357,4,6,0.422,0.738,3,-4.955,0,0.393,0.105,0.0,0.109,0.367,92.17,232854,0
17901,14751,1533,47,3349,1512,3764,146,357,4,6,0.859,0.699,11,-5.634,0,0.38,0.254,0.0,0.101,0.403,137.972,236907,1
17578,4454,1533,47,3349,1512,3764,146,357,4,6,0.815,0.695,11,-5.663,0,0.388,0.141,0.0,0.112,0.52,103.989,239880,1
13445,12775,2283,3,15603,6828,3658,146,357,4,6,0.837,0.897,1,-4.712,1,0.262,0.177,0.0,0.119,0.695,143.008,208285,2
4475,22933,1533,55,3349,1512,3764,146,357,4,6,0.742,0.714,11,-3.882,0,0.336,0.135,0.0028,0.253,0.481,179.756,174547,2
7534,14936,772,52,9911,12392,3535,146,357,4,6,0.704,0.685,6,-6.931,0,0.178,0.117,0.0,0.0647,0.556,92.851,196971,1
3757,20857,1533,39,3349,1512,3764,146,357,4,6,0.802,0.682,9,-6.783,1,0.568,0.505,0.0,0.103,0.589,96.896,143987,1
13224,16892,8135,54,2784,14101,3775,146,357,4,6,0.71,0.618,9,-5.227,1,0.343,0.349,1.81e-06,0.0815,0.634,91.02,214187,1
2253,6963,1259,19,2387,12351,3741,146,357,4,6,0.478,0.729,6,-8.538,1,0.732,0.0714,0.0,0.101,0.532,85.151,188464,1
27765,12844,1639,0,3403,10688,3775,146,357,4,6,0.544,0.59,4,-6.677,0,0.464,0.265,0.0,0.092,0.32,80.026,297324,0
5134,9828,7050,11,4808,11664,2797,146,357,4,6,0.72,0.9,5,-4.34,1,0.394,0.188,0.0,0.365,0.607,90.403,149984,2
20610,7022,5097,0,9684,6183,3793,146,357,4,6,0.727,0.757,8,-5.785,1,0.14,0.294,0.0,0.115,0.647,150.002,210990,2
3929,12499,772,49,14988,5502,3382,146,357,4,6,0.868,0.51,0,-5.792,0,0.352,0.469,0.0,0.108,0.497,134.193,232257,1
1522,2805,8135,44,4213,11179,3800,146,357,4,6,0.529,0.685,6,-6.34,0,0.392,0.246,0.0239,0.0761,0.644,93.055,137856,1
8818,5321,3731,41,17681,4178,3024,146,357,4,6,0.66,0.762,0,-6.324,1,0.36,0.0231,0.0,0.426,0.49,95.916,231684,2
21923,936,8135,57,4213,11179,3800,146,357,4,6,0.569,0.798,11,-4.693,0,0.409,0.069,0.0,0.107,0.476,93.446,319347,2
3021,9885,3797,0,2151,18528,3050,146,357,4,6,0.63,0.741,9,-6.713,1,0.226,0.106,0.0,0.141,0.654,89.828,174693,0
6476,4766,5674,34,8798,4279,3804,146,357,4,6,0.799,0.903,9,-4.869,0,0.36,0.21,0.0,0.398,0.617,140.117,181267,2
10212,6251,772,56,14988,5502,3382,146,357,4,6,0.735,0.638,4,-8.458,0,0.501,0.351,0.0,0.125,0.601,97.824,156736,1
22732,7204,570,38,5414,5615,3807,146,357,4,6,0.68,0.769,8,-5.209,1,0.263,0.0987,2.08e-06,0.0913,0.264,90.09,203511,2
1649,15918,24,44,11590,12229,3621,146,357,4,6,0.76,0.782,7,-4.237,1,0.36,0.0787,0.0,0.133,0.503,95.151,265588,2
20384,13059,775,36,18977,17451,3664,146,357,4,6,0.474,0.679,0,-6.167,0,0.285,0.121,0.0,0.139,0.0775,129.881,235952,0
